@relation 'AT: car-training-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute '0.573persons=4-0.405safety=med+0.346safety=high-0.327persons=2+0.296lug_boot=big-0.262lug_boot=small-0.248persons=more-0.142doors=2-0.089maint=high-0.087buying=low+0.083maint=vhigh+0.071doors=4+0.06 safety=low+0.051doors=5more+0.051buying=med+0.046buying=high+0.041maint=low-0.034lug_boot=med-0.033maint=med+0.022doors=3...' numeric
@attribute 0.501safety=low-0.475persons=more+0.404persons=2-0.341safety=med-0.241lug_boot=big+0.203lug_boot=med-0.167doors=3-0.159safety=high+0.157doors=2+0.138buying=vhigh-0.115maint=low-0.111buying=med+0.082maint=med+0.065persons=4+0.051doors=4+0.048maint=high-0.045doors=5more-0.041buying=high+0.037lug_boot=small-0.016maint=vhigh... numeric
@attribute 0.558lug_boot=med-0.474lug_boot=small-0.384safety=low+0.341safety=high+0.275persons=2-0.175doors=5more-0.169persons=4+0.117doors=3-0.108persons=more-0.086buying=low-0.083lug_boot=big-0.08maint=high+0.075maint=low+0.057maint=med-0.053maint=vhigh+0.052buying=high+0.046buying=vhigh+0.043safety=med+0.043doors=2+0.016doors=4... numeric
@attribute '0.498lug_boot=big+0.458persons=2-0.412lug_boot=med-0.379persons=more-0.228safety=low+0.206safety=med-0.187doors=3+0.139buying=med+0.126doors=5more+0.105doors=4-0.103maint=low-0.098buying=high+0.088maint=high-0.085lug_boot=small-0.084persons=4-0.072buying=low-0.046doors=2+0.04 maint=med+0.032buying=vhigh-0.025maint=vhigh...' numeric
@attribute '-0.533safety=high-0.5lug_boot=small+0.309lug_boot=big+0.307safety=med+0.226safety=low+0.192lug_boot=med+0.186doors=4+0.158buying=low-0.148persons=2-0.141doors=5more-0.137maint=med-0.136buying=med-0.114doors=3+0.109persons=4+0.098maint=low+0.065doors=2-0.06buying=vhigh+0.056maint=high+0.04 persons=more+0.037buying=high...' numeric
@attribute '0.48 persons=4+0.47 safety=med-0.387persons=more-0.36lug_boot=big-0.289safety=low+0.222lug_boot=small-0.191doors=2-0.182safety=high+0.138lug_boot=med+0.102doors=4-0.102buying=high-0.097persons=2+0.083buying=vhigh+0.07 doors=3+0.05 buying=med-0.04maint=low+0.031maint=vhigh-0.031buying=low+0.02 doors=5more+0.014maint=med...' numeric
@attribute '0.581maint=med-0.495doors=2-0.427maint=high+0.258doors=3-0.203maint=low+0.167doors=4+0.144buying=low+0.135safety=low-0.124safety=high-0.112persons=4-0.079buying=vhigh+0.077doors=5more-0.069lug_boot=small-0.064buying=med+0.061lug_boot=big+0.06 persons=2+0.052persons=more+0.047maint=vhigh-0.01safety=med+0.008lug_boot=med...' numeric
@attribute '-0.502buying=low+0.389buying=vhigh-0.388maint=high-0.348doors=5more+0.261maint=vhigh+0.233maint=low+0.225buying=high+0.207doors=3-0.179lug_boot=med-0.123safety=high-0.111buying=med-0.099maint=med+0.097lug_boot=small+0.081lug_boot=big+0.081doors=2+0.065safety=low+0.06 doors=4+0.058safety=med+0.057persons=2-0.037persons=4...' numeric
@attribute 0.497buying=high-0.481maint=vhigh-0.469buying=vhigh+0.371maint=low+0.218maint=med-0.16persons=more+0.144doors=2+0.129lug_boot=small-0.117maint=high-0.109lug_boot=med-0.108doors=5more+0.101persons=4+0.057persons=2+0.034safety=med-0.021doors=4-0.021buying=med-0.02lug_boot=big-0.017safety=high-0.017doors=3-0.016safety=low... numeric
@attribute '-0.683doors=4+0.296doors=3-0.293maint=vhigh+0.291buying=vhigh+0.275maint=med+0.202doors=5more+0.191doors=2-0.141lug_boot=small+0.14 lug_boot=big-0.135safety=high-0.121buying=low-0.115buying=high+0.114persons=4+0.086safety=med-0.069persons=2-0.056buying=med+0.054maint=high+0.049safety=low-0.046persons=more-0.043maint=low...' numeric
@attribute 0.666buying=med+0.416maint=low-0.358buying=high-0.239maint=high+0.181safety=low-0.176buying=vhigh-0.158maint=med-0.142safety=high+0.137doors=5more-0.127buying=low-0.108doors=2+0.102lug_boot=med-0.091doors=4+0.087persons=2-0.069persons=4+0.065doors=3-0.054lug_boot=small-0.048lug_boot=big-0.039safety=med-0.018persons=more... numeric
@attribute '-0.544buying=low+0.445buying=high-0.42maint=low+0.311buying=med+0.259maint=high-0.207buying=vhigh+0.17 doors=5more+0.141lug_boot=med+0.133maint=vhigh-0.132safety=high-0.097doors=2-0.094lug_boot=small+0.093safety=low+0.062persons=more-0.047lug_boot=big-0.04doors=4+0.039safety=med-0.032persons=4-0.032doors=3-0.029persons=2...' numeric
@attribute '0.614doors=5more-0.424doors=3-0.376maint=high+0.283maint=vhigh-0.256buying=med+0.212buying=high-0.208doors=4+0.18 maint=low+0.101lug_boot=med-0.079maint=med+0.075safety=med-0.068safety=low-0.058lug_boot=big-0.043lug_boot=small+0.034persons=2+0.03 buying=low-0.02persons=4+0.017doors=2-0.014persons=more+0.013buying=vhigh...' numeric
@attribute '0.506doors=2+0.443maint=vhigh-0.336buying=vhigh-0.297maint=low-0.289maint=high-0.274doors=5more-0.227doors=4+0.205buying=low+0.197buying=med+0.152maint=med+0.1  persons=4-0.074persons=more-0.07safety=low+0.069safety=med-0.064buying=high-0.039lug_boot=med+0.036lug_boot=big-0.027persons=2-0.01doors=3+0.002lug_boot=small...' numeric
@attribute 0.528doors=3-0.434maint=med-0.283doors=4-0.265doors=2-0.258buying=vhigh+0.255maint=vhigh+0.244buying=low+0.226persons=2-0.193persons=more+0.193buying=high-0.181buying=med+0.144maint=high+0.055safety=low+0.042maint=low-0.042lug_boot=med+0.037lug_boot=big-0.035persons=4-0.035safety=high+0.031doors=5more-0.02safety=med... numeric
@attribute quality {unacc,acc,good,vgood}

@data
1.006273,-0.70673,-0.613375,1.767912,0.757685,1.51108,1.200773,0.082355,-0.596577,2.488939,-0.772525,-0.092798,1.267381,-0.623941,-1.550636,acc
-0.174696,0.980471,0.317945,1.080837,-2.252893,0.37284,0.033569,1.715351,-1.90972,-2.316511,-0.882635,-0.789939,0.182667,-0.303462,-0.22549,unacc
-1.865324,-1.70044,-1.321925,0.205615,-0.083473,0.975523,-0.799709,-0.723889,-0.372745,-1.788925,0.559176,1.24848,-1.894629,-0.731351,-1.179686,unacc
0.856882,-1.965201,-0.155748,0.556142,-0.501475,-2.181774,-0.825261,-1.308455,0.198363,0.240714,-1.493639,1.775014,0.884736,-1.525539,0.443941,acc
1.285859,0.190674,-1.121848,0.249306,-2.296065,1.319892,-1.627157,-0.932869,-1.158155,0.917242,-1.19066,-0.030612,0.4435,-1.853186,-0.325609,unacc
0.190798,-1.051922,1.682536,-1.805666,0.377968,-0.853471,0.11618,-1.16054,0.173567,-2.326578,0.339897,-2.14981,0.179725,-0.971321,-0.56167,vgood
-1.791049,-1.68114,-1.301485,-0.401802,-0.879952,0.479066,1.448896,-0.226371,1.388035,0.619051,-1.101097,1.511638,1.774728,-0.439884,-0.91679,unacc
0.235988,-1.29809,0.341987,0.109226,-0.190026,-2.4553,0.510074,-1.323875,0.38695,0.701408,-1.336143,-1.645056,-0.23954,1.89726,-1.442138,vgood
-0.93161,1.450112,0.632373,0.884873,-2.806528,-0.337752,-0.263165,0.923628,0.09667,1.003161,-1.241424,-1.166639,-0.145729,0.682149,-1.774942,unacc
-0.355783,1.285667,2.260247,-0.196943,-0.562509,-0.736596,-0.804235,-0.87136,-0.96835,-0.958172,-0.475184,-1.194276,1.045602,2.530369,0.874971,unacc
0.020195,0.535757,2.434805,-0.527632,-0.978391,-0.136451,0.927766,-0.574111,-1.337507,-0.703345,-0.07617,-1.046155,0.017284,1.350609,2.71356,unacc
-1.881163,-0.94347,1.074722,-1.381559,1.506941,-0.225386,-2.004155,-0.482619,0.697134,0.38074,-1.523536,1.921157,0.013399,0.251628,-0.368213,unacc
1.05811,-1.986466,0.567841,-0.133241,-0.83295,-1.553685,0.511379,1.863238,-2.677118,0.586201,-0.730597,-0.476873,-0.461684,0.164066,0.83367,unacc
2.868455,-0.548873,-0.235036,1.226827,-0.748103,0.169598,-0.25925,0.538014,-2.332471,0.703463,-0.669847,-0.210217,1.938076,-0.077474,0.01057,unacc
-0.668458,1.797727,1.007853,-0.311033,0.118064,-0.259428,-0.094158,-0.784663,-0.510959,0.643415,1.939296,1.684433,-2.304176,-0.515169,1.654742,unacc
-1.521748,-1.908517,-1.554798,-0.551745,-0.604296,0.519541,0.230476,0.614137,-0.239609,-0.69727,-0.780229,1.758246,2.620457,0.250896,0.675917,unacc
0.971623,-1.04565,-0.498884,1.469748,1.332894,0.99647,-1.294264,0.761502,-0.611713,0.339007,0.935504,0.737062,0.103248,3.090878,-0.462284,acc
1.47453,1.66745,0.147431,-0.888484,0.912194,1.07423,1.635198,-0.665887,0.340492,-0.722685,1.436938,1.132315,-1.225629,0.270564,-2.104051,unacc
-0.058103,1.392341,-0.019665,0.964453,1.283777,-2.349273,-1.056502,1.678058,2.367899,0.325659,0.353242,-0.119011,0.749084,0.196042,0.614264,unacc
-0.288282,-0.558235,1.706375,-1.772701,-0.274503,-1.607343,-2.245758,-0.867468,0.588883,-0.088416,-1.741726,1.557129,-0.161634,0.107315,-0.399714,acc
0.261509,1.604222,-0.123755,1.639177,1.021293,-1.554369,2.255883,0.864443,1.633196,-0.94846,-0.928715,1.04454,-0.365743,-0.446729,-0.518849,unacc
-0.275996,0.753703,0.614232,0.901963,-1.988086,0.207576,-0.545243,1.639673,0.073881,-1.729421,0.116376,-2.070007,-0.065567,-2.027862,-0.728339,unacc
-0.065836,-0.022072,-0.875522,-0.482487,1.141005,-2.846212,0.724804,0.748511,1.549003,1.102745,-1.188488,1.108891,0.051279,1.128763,-1.36613,unacc
-1.908064,0.409543,-0.046286,1.323002,-0.522244,1.288839,1.671291,0.883259,2.053343,-1.465881,-1.407651,0.830789,-0.027769,-0.223953,-0.74703,unacc
-0.26655,-1.581427,0.008157,-1.520493,-2.599858,-0.784816,1.63061,0.679726,1.491742,0.370995,-1.4866,0.679233,-0.814098,0.027467,0.212778,acc
0.937891,-0.992251,0.064614,1.040362,0.819222,1.629155,1.624091,1.373302,-0.384619,2.710039,-0.939838,-0.561176,-1.146412,-0.012277,-0.389567,acc
-1.300783,-1.210389,0.754597,-1.23565,1.894605,0.69375,0.936596,-0.700013,-1.701784,-2.444512,-0.440923,-0.505715,0.602993,0.897392,-0.02732,acc
0.124932,0.924497,2.328846,0.289105,-1.59342,-0.459489,1.38829,-1.032643,1.238082,0.403318,-0.7664,1.452377,2.006053,-0.570074,-0.156037,unacc
0.5678,0.316427,0.643026,2.630819,-1.124027,-1.134565,-0.987034,-0.767304,-1.565867,1.127707,-0.849449,0.077263,0.524787,-2.050617,0.294811,unacc
2.444635,0.497496,-1.464573,0.893556,1.438298,0.058204,0.528593,0.727331,-1.096558,-1.743602,1.439566,0.98031,-0.719004,1.119915,-0.34521,unacc
2.351312,0.039897,1.430344,-0.507469,-0.421017,1.34113,-0.13253,-0.224842,-1.289304,-2.428902,1.073476,0.90174,-0.250014,1.111603,-0.703174,acc
1.727535,0.263985,-0.619824,-0.062401,-1.708817,1.59247,-0.329667,1.516357,-1.816055,-1.930295,-1.211049,-0.797219,0.068325,-0.034236,-0.778059,unacc
0.837331,-0.180941,0.820419,2.768647,-1.7457,-1.163523,1.35447,-1.258558,0.232901,0.833684,1.291187,0.750204,0.582302,0.195134,-0.856402,unacc
0.107965,-0.128238,1.110285,-0.78081,1.012582,2.6416,-0.797163,0.156786,-1.342588,1.908774,-0.808746,0.364246,-1.489211,-1.183984,0.768678,unacc
0.680348,-1.762479,-0.161445,0.506086,-0.667446,-1.97323,1.818757,-2.317572,-0.194164,0.735135,-0.769816,-1.028557,1.145934,0.105836,-0.764617,vgood
0.434211,0.249641,0.780734,2.341701,0.134069,-1.207514,-0.268287,-1.871748,-0.296231,-1.855659,-1.263519,-1.182598,-1.338466,-0.691369,0.729523,unacc
-1.456355,0.376401,1.547457,1.227807,-0.214704,1.274935,1.484259,-1.426419,0.150558,1.007437,1.827617,1.512845,1.096439,0.180876,-0.991035,unacc
0.631927,-1.359726,-0.553015,0.913008,1.765727,1.324103,-0.173071,-1.33986,-0.084728,1.257889,-1.012651,-0.807821,-1.788761,0.218801,2.0903,acc
-0.134647,0.106128,-0.998164,0.478684,-0.20303,2.933952,1.130356,1.060698,-0.08016,-0.144818,-1.313727,-0.6798,-0.60237,-0.580703,-2.339264,unacc
0.179779,0.98376,2.621426,0.785712,-1.240749,0.081024,1.449125,-0.866356,0.244676,-1.498797,1.081022,0.662411,-0.981401,0.151597,-1.743312,unacc
0.02911,0.246091,1.291722,-0.889748,1.52512,1.960723,-2.016956,1.288173,0.149901,1.430577,0.299266,-1.344142,0.818505,-0.024708,-1.304433,unacc
-1.39355,-1.185734,1.013607,-1.035652,1.78492,0.444731,-0.489002,-0.531404,0.318388,-1.622611,-1.485614,2.051248,-0.503934,-1.424763,-0.411468,acc
0.013086,-1.527925,-0.184542,-1.172714,-1.365534,-0.839633,-0.38347,1.098522,1.83811,-2.616413,-0.527814,-0.372255,0.294382,-1.502784,-0.579209,acc
-0.8035,-0.506533,-0.233528,2.523042,0.991962,0.070929,0.857866,-0.927498,-1.250619,-0.159885,-0.008907,-0.612364,2.267006,1.041828,1.750127,unacc
0.337446,0.248736,2.603787,-0.040828,-1.658955,0.051529,0.447554,0.320186,-1.37338,-0.556941,1.762982,0.927049,-0.646658,1.339008,1.731239,unacc
-0.563623,-2.049747,-0.032064,0.78552,1.59156,-0.567714,1.932253,0.685111,1.276357,-0.821346,-1.616706,1.125826,-0.161134,-0.253056,-1.569714,acc
1.106632,-0.408319,0.567106,2.618704,-1.470044,-1.123048,0.136051,-0.41805,-1.394743,-0.482637,1.612055,0.996813,1.428031,0.885914,0.736304,unacc
0.249709,-0.073391,-1.393063,0.213293,0.438724,-1.93866,1.855788,0.131247,-1.259279,2.071319,-0.199822,0.22208,0.976494,-1.288638,-1.728275,unacc
1.005332,-0.635086,0.863393,2.43983,-1.205238,-1.288311,-0.442762,-0.493728,0.588858,0.104453,2.611065,-0.283255,1.179796,-0.838486,0.233456,unacc
0.102165,-0.476217,-0.832548,-0.811304,1.681468,-2.971,-1.072427,1.513341,1.90496,0.373514,0.131391,0.075432,0.648774,0.095143,-0.276272,unacc
-0.694435,-0.798257,-1.634831,-1.832709,-0.853255,-0.783561,0.237052,1.065394,0.654075,0.166623,2.893435,-0.180602,-1.431137,-0.549775,0.627965,unacc
-0.695039,-0.503143,0.749071,2.033657,0.550802,0.45,0.768908,2.412804,-2.105928,1.007502,-0.290556,-0.307288,-0.186341,0.409277,1.755707,unacc
1.46952,-0.163133,-0.815159,0.446992,-1.718532,1.434923,-1.388623,-1.143015,0.075608,-1.91972,0.234424,0.682732,-2.083695,-0.505539,-0.873219,acc
1.045644,1.446825,0.214123,-2.051885,0.898896,0.81628,2.332258,-1.21415,0.385953,1.389088,-0.041122,-0.822859,-1.072673,0.778796,0.760115,unacc
-0.893812,1.873001,-0.982608,-0.126718,-1.337887,0.076444,0.799725,2.460849,-1.897981,0.331563,0.162788,-0.294727,-0.458205,0.04291,1.848184,unacc
-0.384078,-1.822852,-0.454599,-0.862124,-2.558778,-0.476405,-0.824464,-0.762704,-0.471407,0.000096,0.702079,0.902482,-2.580648,-0.379033,0.670658,acc
-0.662309,1.222735,0.37906,0.73493,-2.530872,-0.297276,-1.481584,1.764136,-1.530974,-0.31316,-0.920556,-0.920031,0.7,1.372929,-0.182235,unacc
-1.572445,-1.481913,1.280981,-1.273627,1.200869,0.04635,-1.637581,0.167391,0.62469,0.292333,2.359318,0.05733,0.208149,0.837782,-1.469235,acc
-1.381956,-1.348596,0.863871,-0.488093,1.382193,0.797198,-0.634636,-1.310029,-0.877387,-1.487648,0.890213,1.747689,-1.588581,-0.818126,-1.277968,acc
-0.284905,1.142171,-0.519819,1.134146,1.049075,-1.503909,0.497869,-1.126251,-0.284492,0.792414,-0.218096,-0.687385,-1.979338,-0.344997,2.803197,unacc
